doc,Edad,Infectados,Hospitalizados,UCI,Fallecidos
76,0_9,382,137,20,1
76,10_19,682,132,6,1
76,20_29,6294,917,53,17
76,30_39,11752,2416,169,35
76,40_49,18388,5514,431,109
76,50_59,22844,8965,940,284
76,60_69,20137,11508,1561,887
76,70_79,19042,13765,1500,2633
76,80_89,16962,10824,162,4016
76,90_+,6335,2928,16,1622
