Date,doc,CCAA,Infectados,Hospitalizados,UCI,Fallecidos,Curados,Nuevos
2020-04-13,74,Extremadura,2658,1096.0,108.0,321.0,511,78
2020-04-13,74,Galicia,7494,2344.0,136.0,284.0,1186,158
2020-04-13,74,Madrid,47146,11233.0,1327.0,6423.0,25385,559
2020-04-13,74,Melilla,101,43.0,3.0,2.0,18,3
2020-04-13,74,Murcia,1463,543.0,94.0,101.0,353,14
2020-04-13,74,Navarra,4092,1693.0,124.0,239.0,695,123
2020-04-13,74,Pais Vasco,11018,5622.0,464.0,831.0,5026,246
2020-04-13,74,La Rioja,3358,1141.0,73.0,223.0,1458,79
2020-04-14,75,Andalucia,10192.0,5054.0,631.0,836.0,2032.0,5.0
2020-04-14,75,Aragon,4245.0,1966.0,280.0,492.0,963.0,58.0
2020-04-14,75,Asturias,2051.0,1330.0,111.0,156.0,458.0,93.0
2020-04-14,75,Baleares,1571.0,826.0,145.0,118.0,871.0,21.0
2020-04-14,75,Canarias,1958.0,771.0,147.0,102.0,589.0,14.0
2020-04-14,75,Cantabria,1796.0,853.0,76.0,120.0,323.0,19.0
2020-04-14,75,Castilla La Mancha,14329.0,7830.0,486.0,1714.0,2943.0,275.0
2020-04-14,75,Castilla y Leon,13180.0,6175.0,308.0,1299.0,4266.0,552.0
2020-04-14,75,Cataluña,35197.0,23126.0,2775.0,3666.0,15967.0,471.0
2020-04-14,75,Ceuta,96.0,9.0,4.0,4.0,22.0,1.0
2020-04-14,75,C. Valenciana,9213.0,4397.0,581.0,907.0,3069.0,153.0
2020-04-14,75,Extremadura,2684.0,1114.0,108.0,334.0,578.0,26.0
2020-04-14,75,Galicia,7597.0,2403.0,133.0,290.0,1240.0,103.0
2020-04-14,75,Madrid,48048.0,10753.0,1299.0,6568.0,26247.0,902.0
2020-04-14,75,Melilla,101.0,43.0,3.0,2.0,18.0,0.0
2020-04-14,75,Murcia,1487.0,566.0,96.0,106.0,476.0,24.0
2020-04-14,75,Navarra,4150.0,1705.0,124.0,249.0,730.0,58.0
2020-04-14,75,Pais Vasco,11226.0,5679.0,470.0,859.0,5193.0,208.0
2020-04-14,75,La Rioja,3420.0,1152.0,74.0,234.0,1519.0,62.0
2020-04-15,76,Andalucia,10595.0,5147.0,665.0,865.0,2224.0,289.0
2020-04-15,76,Aragon,4338.0,2006.0,282.0,514.0,1012.0,93.0
2020-04-15,76,Asturias,2096.0,1387.0,114.0,166.0,487.0,45.0
2020-04-15,76,Baleares,1606.0,857.0,149.0,125.0,881.0,35.0
2020-04-15,76,Canarias,1975.0,781.0,152.0,104.0,622.0,17.0
2020-04-15,76,Cantabria,1823.0,873.0,76.0,132.0,363.0,27.0
2020-04-15,76,Castilla La Mancha,14680.0,7896.0,495.0,1755.0,2998.0,351.0
2020-04-15,76,Castilla y Leon,13697.0,6306.0,306.0,1337.0,4521.0,517.0
2020-04-15,76,Cataluña,36505.0,23372.0,2789.0,3756.0,16651.0,1308.0
2020-04-15,76,Ceuta,98.0,9.0,4.0,4.0,30.0,2.0
2020-04-15,76,C. Valenciana,9424.0,4465.0,588.0,945.0,3360.0,211.0
2020-04-15,76,Extremadura,2762.0,1155.0,109.0,342.0,615.0,78.0
2020-04-15,76,Galicia,7708.0,2471.0,128.0,299.0,1298.0,111.0
2020-04-15,76,Madrid,49526.0,10116.0,1244.0,6724.0,27433.0,1478.0
2020-04-15,76,Melilla,102.0,43.0,3.0,2.0,24.0,1.0
2020-04-15,76,Murcia,1520.0,574.0,97.0,109.0,513.0,33.0
2020-04-15,76,Navarra,4246.0,1731.0,124.0,252.0,808.0,96.0
2020-04-15,76,Pais Vasco,11475.0,5750.0,471.0,902.0,5428.0,249.0
2020-04-15,76,La Rioja,3457.0,1182.0,75.0,246.0,1585.0,37.0
